"","text","label"
"617","FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline","spam"
"618","Can Å call me at 10:10 to make sure dat i've woken up...","ham"
"619","We left already we at orchard now.","ham"
"620","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","spam"
"621","Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...","ham"
"622","Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!","ham"
"623","I've reached sch already...","ham"
"624","Waiting in e car 4 my mum lor. U leh? Reach home already?","ham"
"625","Can come my room but cannot come my house cos my house still messy... Haha...","ham"
"626","Huh means computational science... Y they like dat one push here n there...","ham"
"627","Right it wasnt you who phoned it was someone with a number like yours!","ham"
"628","Finish liao... U?","ham"
"629","HMM yeah if your not too grooved out! And im looking forward to my pound special :)","ham"
"630","Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","spam"
"631","Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...","ham"
"632","Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?","ham"
"633","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ù1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","spam"
"634","So Å'll be submitting da project tmr rite?","ham"
"635","You are a winner U have been specially selected 2 receive ù1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)","spam"
"636","Yup i'm free...","ham"
"637","Yup i thk so until e shop closes lor.","ham"
"638","I only haf msn. It's yijue@hotmail.com","ham"
"639","Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","spam"
"640","Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...","ham"
"641","Yup bathe liao...","ham"
"642","Go where n buy? Juz buy when we get there lar.","ham"
"643","ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG","ham"
"644","Ok i'm coming home now.","ham"
"645","Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","ham"
"646","Then cant get da laptop? My matric card wif Å lei...","ham"
"647","HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x","ham"
"648","Im in inperialmusic listening2the weirdest track ever by?leafcutter john?-sounds like insects being molested&someone plumbing,remixed by evil men on acid!","ham"
"649","Aiyah then i wait lor. Then u entertain me. Hee...","ham"
"650","Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ù1.50pm approx 3mins","spam"
"651","5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.","spam"
"652","U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...","ham"
"653","If u dun drive then how i go 2 sch.","ham"
"654","Watching tv lor...","ham"
"655","No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...","ham"
"656","U reach orchard already? U wan 2 go buy tickets first?","ham"
"657","Ok lor but not too early. Me still having project meeting now.","ham"
"658","Latest Nokia Mobile or iPOD MP3 Player +ù400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.ù1,50/Mtmsgrcvd18+","spam"
"659","Yupz... I've oredi booked slots 4 my weekends liao...","ham"
"660","I've reached home n i bathe liao... U can call me now...","ham"
"661","Aiya we discuss later lar... Pick Å up at 4 is it?","ham"
"662","26th OF JULY","ham"
"663","7 lor... Change 2 suntec... Wat time u coming?","ham"
"664","ö neva tell me how i noe... I'm not at home in da aft wat...","ham"
"665","PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx","ham"
"666","Thanx a lot 4 ur help!","ham"
"667","His frens go then he in lor. Not alone wif my mum n sis lor.","ham"
"668","ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.","ham"
"669","You are a winner you have been specially selected to receive ù1000 cash or a ù2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p","spam"
"670","I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.","ham"
"671","U studying in sch or going home? Anyway i'll b going 2 sch later.","ham"
"672","Ok lor.","ham"
"673","U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...","ham"
"674","I'm at home n ready...","ham"
"675","Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs","spam"
"676","Happy birthday... May all ur dreams come true...","ham"
"677","It's Ç only $140 ard...ê rest all ard $180 at least...Which is Ç price 4 Ç 2 bedrm ($900)","ham"
"678","RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!","spam"
"679","Y lei?","ham"
"680","5 nights...We nt staying at port step liao...Too ex","ham"
"681","Wat r u doing?","ham"
"682","Hey elaine, is today's meeting still on?","ham"
"683","Not directly behind... Abt 4 rows behind Å...","ham"
"684","I walked an hour 2 c u! doesn?t that show I care y wont u believe im serious?","ham"
"685","WOT U WANNA DO THEN MISSY?","ham"
"686","This is the 2nd time we have tried to contact u. U have won the ù1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm","spam"
"687","Wat time r Å going to xin's hostel?","ham"
"688","Jus finish watching tv... U?","ham"
"689","Okie.. Thanx..","ham"
"690","YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a ù500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+","spam"
"691","Wa... U so efficient... Gee... Thanx...","ham"
"692","Then Å ask dad to pick Å up lar... ö wan 2 stay until 6 meh...","ham"
"693","Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","spam"
"694","Oh... Kay... On sat right?","ham"
"695","Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870","spam"
"696","Wat would u like 4 ur birthday?","ham"
"697","When Å login dat time... Dad fetching Å home now?","ham"
"698","How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I?m knackered and i?m dreading work tonight. What are thou upto tonight. X","ham"
"699","Wot u up 2? Thout u were gonna call me!! Txt bak luv K","ham"
"700","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P","spam"
"701","Dunno leh cant remember mayb lor. So wat time r we meeting tmr?","ham"
"702","Loan for any purpose ù500 - ù75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","spam"
"703","Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ù10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer","spam"
"704","At home watching tv lor.","ham"
"705","ö say until like dat i dun buy ericsson oso cannot oredi lar...","ham"
"706","Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p","spam"
"707","My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","ham"
"708","Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.","ham"
"709","I knew it... U slept v late yest? Wake up so late...","ham"
"710","Ok.","ham"
"711","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. ù1.50 increments. Help08718728876","spam"
"712","Hey i've booked the pilates and yoga lesson already... Haha","ham"
"713","U can WIN ù100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription","spam"
"714","I dun believe u. I thk u told him.","ham"
"715","Still at west coast... Haiz... ö'll take forever to come back...","ham"
"716","hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx","ham"
"717","HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ","ham"
"718","CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND?S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.","ham"
"719","Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...","ham"
"720","Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs","spam"
"721","Ok...","ham"
"722","Congratulations! Thanks to a good friend U have WON the ù2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","spam"
"723","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL","spam"
"724","cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..","ham"
"725","Hey come online! Use msn... We are all there","ham"
"726","Aiyah ok wat as long as got improve can already wat...","ham"
"727","Dunno lei shd b driving lor cos i go sch 1 hr oni.","ham"
"728","WIN a year supply of CDs 4 a store of ur choice worth ù500 & enter our ù100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3","spam"
"729","WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk","spam"
"730","Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...","ham"
"731","Orh i tot u say she now still dun believe.","ham"
"732","Ok good then i later come find Å... C lucky i told Å to go earlier... Later pple take finish Å no more again...","ham"
"733","Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?","ham"
"734","Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx","ham"
"735","IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx","ham"
"736","URGENT! Your mobile was awarded a ù1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011","spam"
"737","URGENT! We are trying to contact U Todays draw shows that you have won a ù800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm","spam"
"738","Huh so late... Fr dinner?","ham"
"739","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","spam"
"740","How? Izzit still raining?","ham"
"741","Haha... They cant what... At the most tmr forfeit... haha so how?","ham"
"742","URGENT! Your Mobile number has been awarded with a ù2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm","spam"
"743","Ok lor. I'm in town now lei.","ham"
"744","Oh oh... Wasted... Den muz chiong on sat n sun liao...","ham"
"745","U coming back 4 dinner rite? Dad ask me so i re confirm wif u...","ham"
"746","How i noe... She's in da car now... Later then c lar... I'm wearing shorts...","ham"
"747","Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It?s the least a unique person like u deserve. Sleep tight or morning","ham"
"748","Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!","ham"
"749","I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?","ham"
"750","87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077","spam"
"751","Here got lots of hair dresser fr china.","ham"
"752","Okie...","ham"
"753","ö only send me the contents page...","ham"
"754","Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15","spam"
"755","Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?","ham"
"756","Mum not going robinson already.","ham"
"757","I jokin oni lar.. ö busy then i wun disturb Å.","ham"
"758","Valentines Day Special! Win over ù1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201","spam"
"759","Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","ham"
"760","Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..","ham"
"761","Havent shopping now lor i juz arrive only","ham"
"762","Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE","ham"
"763","Sorry i'm not free...","ham"
"764","AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.","ham"
"765","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.","ham"
"766","NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!","ham"
"767","WELL DONE! Your 4* Costa Del Sol Holiday or ù5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costù1.50/pm, Max10mins","spam"
"768","YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ù150 prize. To collect is easy. Just call 09061743386","spam"
"769","But i'll b going 2 sch on mon. My sis need 2 take smth.","ham"
"770","Eh u send wrongly lar...","ham"
"771","Ok i also wan 2 watch e 9 pm show...","ham"
"772","How abt making some of the pics bigger?","ham"
"773","You have been specially selected to receive a 3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo","spam"
"774","Hey gals.. Anyone of u going down to e driving centre tmr?","ham"
"775","Hi di is yijue we're meeting at 7 pm at esaplanade tonight.","ham"
"776","Then Å wait 4 me at bus stop aft ur lect lar. If i dun c Å then i go get my car then come back n pick Å.","ham"
"777","Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX","spam"
"778","Hey so whats the plan this sat?","ham"
"779","Wewa is 130. Iriver 255. All 128 mb.","ham"
"780","How much r Å willing to pay?","ham"
"781","G.W.R","ham"
"782","I went to ur hon lab but no one is there.","ham"
"783","R u meeting da ge at nite tmr?","ham"
"784","You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+","spam"
"785","U having lunch alone? I now so bored...","ham"
"786","alright babe, justthought i?d sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.","ham"
"787","Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.","ham"
"788","Have you finished work yet? :)","ham"
"789","Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com","spam"
"790","Really dun bluff me leh... U sleep early too. Nite...","ham"
"791","Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?","ham"
"792","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","spam"
"793","URGENT! Your mobile No 07xxxxxxxxx won a ù2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","spam"
"794","Call FREEPHONE 0800 542 0578 now!","spam"
"795","Ok.. ö finishing soon?","ham"
"796","Thanx but my birthday is over already.","ham"
"797","Then she buying today? ö no need to c meh...","ham"
"798","As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP","spam"
"799","Ok... But bag again..","ham"
"800","Oh... Okie lor...We go on sat...","ham"
"801","U're welcome... Caught u using broken english again...","ham"
"802","Anything lar...","ham"
"803","make that 3! 4 fucks sake?! x","ham"
"804","Thanx 4 e brownie it's v nice...","ham"
"805","No need lar i go engin? Cos my sis at arts today...","ham"
"806","Where to get those?","ham"
"807","Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","ham"
"808","Yar else i'll thk of all sorts of funny things.","ham"
"809","HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN","ham"
"810","8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity","spam"
"811","YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ù150 prize. To collect is easy. Just call 09061743386","spam"
"812","That's y i said it's bad dat all e gals know u... Wat u doing now?","ham"
"813","Yar but they say got some error.","ham"
"814","How come i din c Å... Yup i cut my hair...","ham"
"815","I tot u reach liao. He said t-shirt.","ham"
"816","Ok no problem... Yup i'm going to sch at 4 if i rem correctly...","ham"
"817","Yup it's at paragon... I havent decided whether 2 cut yet... Hee...","ham"
"818","Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones","spam"
"819","Goin to workout lor... Muz lose e fats...","ham"
"820","Dunno y u ask me.","ham"
"821","Wat time Å wan today?","ham"
"822","Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx","ham"
"823","R u still working now?","ham"
"824","Got meh... When?","ham"
"825","Wot is u up 2 then bitch?","ham"
"826","Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.","ham"
"827","Ok no prob. Take ur time.","ham"
"828","HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!","ham"
"829","You have WON a guaranteed ù1000 cash or a ù2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p","spam"
"830","Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd","spam"
"831","Okie","ham"
"832","Is ur paper today in e morn or aft?","ham"
"833","Okie...","ham"
"834","Sitting ard nothing to do lor. U leh busy w work?","ham"
"835","U call me alter at 11 ok.","ham"
"836","Ok lor Å reaching then message me.","ham"
"837","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","spam"
"838","Shopping? Eh ger i toking abt syd leh...Haha","ham"
"839","ö come lt 25 n pass to me lar","ham"
"840","Win a ù1000 cash prize or a prize worth ù5000","spam"
"841","Yunny i'm walking in citylink now Å faster come down... Me very hungry...","ham"
"842","Ok... I din get ur msg...","ham"
"843","Black shirt n blue jeans... I thk i c Å...","ham"
"844","There the size of elephant tablets & u shove um up ur ass!!","ham"
"845","Hi darlin did youPhone me? Im atHome if youwanna chat.","ham"
"846","Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costù3.75max","spam"
"847","Doing nothing, then u not having dinner w us?","ham"
"848","Ok...","ham"
"849","Juz go google n search 4 qet...","ham"
"850","I anything lor.","ham"
"851","Sorry me going home first... Daddy come fetch Å later...","ham"
"852","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1","spam"
"853","Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...","ham"
"854","How come?","ham"
"855","URGENT!! Your 4* Costa Del Sol Holiday or ù5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costù1.50/pm, Max10mins","spam"
"856","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. ù1.50 SP:Tyrone","spam"
"857","Haha... can... But i'm having dinner with my cousin...","ham"
"858","Sorry i din lock my keypad.","ham"
"859","How i noe... Did Å specify da domain as nusstu... ö still in sch...","ham"
"860","SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630","ham"
"861","I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.","spam"
"862","CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx","ham"
"863","Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed ù1000 cash or ù5000 prize!","spam"
"864","Hey happy birthday...","ham"
"865","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+","spam"
"866","Ok no prob...","ham"
"867","We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW","spam"
"868","Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...","ham"
"869","Ok then u tell me wat time u coming later lor.","ham"
"870","Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?","ham"
"871","Final Chance! Claim ur ù150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. ù3.00 Subs 16","spam"
"872","Can... I'm free...","ham"
"873","+123 Congratulations - in this week's competition draw u have won the ù1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm","spam"
"874","is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?","ham"
"875","Quite lor. But dun tell him wait he get complacent...","ham"
"876","I was at bugis juz now wat... But now i'm walking home oredi... ö so late then reply... I oso saw a top dat i like but din buy... Where r Å now?","ham"
"877","hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx","ham"
"878","Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)","ham"
"879","How come u got nothing to do?","ham"
"880","HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X","ham"
"881","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","spam"
"882","Ok...","ham"
"883","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906","spam"
"884","That's y we haf to combine n c how lor...","ham"
"885","XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867","spam"
"886","Okay... We wait ah","ham"
"887","Then ur physics get a-?","ham"
"888","staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323","ham"
"889","Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05","spam"
"890","We can go 4 e normal pilates after our intro...","ham"
"891","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","spam"
"892","Dunno dat's wat he told me. Ok lor...","ham"
"893","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+","spam"
"894","So can collect ur laptop?","ham"
"895","Im on gloucesterroad what are uup to later?","ham"
"896","Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya","ham"
"897","Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven?t sent u 1 in ages started driving so stay off roads!RVx","ham"
"898","44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","spam"
"899","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ù1500 Bonus Prize, call 09066368470","spam"
"900","Congratulations - Thanks to a good friend U have WON the ù2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","spam"
"901","ö no home work to do meh...","ham"
"902","URGENT! We are trying to contact U. Todays draw shows that you have won a ù800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only","spam"
"903","Haha okay... Today weekend leh...","ham"
"904","Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?","ham"
"905","Ok i msg u b4 i leave my house.","ham"
"906","Anything lor is she coming?","ham"
"907","Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + ù200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com","spam"
"908","Nope... Juz off from work...","ham"
"909","Anything lor if they all go then i go lor...","ham"
"910","So li hai... Me bored now da lecturer repeating last weeks stuff waste time...","ham"
"911","Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?","ham"
"912","Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx","ham"
"913","THANX 4 PUTTIN DA FONE DOWN ON ME!!","ham"
"914","Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play ù250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088","spam"
"915","Mine here like all fr china then so noisy.","ham"
"916","Okie...","ham"
"917","FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 ù3/wk","spam"
"918","Oops i thk i dun haf enuff... I go check then tell Å..","ham"
"919","Hey i will be late... i'm at amk. Need to drink tea or coffee","ham"
"920","I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...","ham"
"921","He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ö got a lot of work ar?","ham"
"922","Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's","spam"
"923","Oh oh... Den muz change plan liao... Go back have to yan jiu again...","ham"
"924","Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?","ham"
"925","U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..","ham"
"926","I'm going out to buy mum's present ar.","ham"
